ID,monthly_income,immovables,has_tesla,employment_situation,credit_score
116679,>1000,>2,no,self-employed,600
116834,>1000,>2,no,self-employed,600
116884,>1000,>2,no,self-employed,600
116891,>1000,0,yes,self-employed,600
117081,>1000,0,yes,self-employed,600
117186,>1000,>2,no,self-employed,600
117204,>1000,>2,no,self-employed,600
117234,>1000,>2,no,self-employed,600
117315,>1000,0,yes,self-employed,600
117536,>1000,>2,no,self-employed,600
117797,>1000,>2,no,self-employed,600
117846,>1000,>2,no,self-employed,600
117912,>1000,0,yes,self-employed,600
118246,>1000,>2,no,self-employed,600
118313,>1000,>2,no,self-employed,600
118516,>1000,>2,no,self-employed,600
118632,>1000,0,yes,self-employed,600
118732,>1000,>2,no,self-employed,600
118808,>1000,>2,no,self-employed,600
119119,>1000,0,yes,self-employed,600
119121,>1000,>2,no,self-employed,600
119158,>1000,>2,no,self-employed,600
119193,>1000,0,yes,self-employed,600
119435,>1000,>2,no,self-employed,600
119449,>1000,>2,no,self-employed,600
119513,>1000,>2,no,self-employed,600
119532,>1000,>2,no,self-employed,600
119547,>1000,0,yes,self-employed,600
119632,>1000,0,yes,self-employed,600
119660,>1000,>2,no,self-employed,600
119726,>1000,>2,no,self-employed,600
119841,>1000,0,yes,self-employed,600
119872,>1000,>2,no,self-employed,600
119909,>1000,0,yes,self-employed,600
120255,>1000,>2,no,self-employed,600
120395,>1000,0,yes,self-employed,600
120623,>1000,0,yes,self-employed,600
120663,>1000,>2,no,self-employed,600
120696,>1000,>2,no,self-employed,600
120737,>1000,>2,no,self-employed,600
120740,>1000,>2,no,self-employed,600
120795,>1000,0,yes,self-employed,600
120839,>1000,>2,no,self-employed,600
120936,>1000,>2,no,self-employed,600
120965,>1000,>2,no,self-employed,600
120974,>1000,>2,no,self-employed,600
121191,>1000,>2,no,self-employed,600
121646,>1000,>2,no,self-employed,600
121682,>1000,>2,no,self-employed,600
121709,>1000,0,yes,self-employed,600
121751,>1000,0,yes,self-employed,600
121803,>1000,>2,no,self-employed,600
121885,>1000,>2,no,self-employed,600
121941,>1000,>2,no,self-employed,600
121978,>1000,>2,no,self-employed,600
122000,>1000,>2,no,self-employed,600
122068,>1000,>2,no,self-employed,600
122102,>1000,>2,no,self-employed,600
122247,>1000,>2,no,self-employed,600
122258,>1000,>2,no,self-employed,600
122311,>1000,0,yes,self-employed,600
122501,>1000,0,yes,self-employed,600
122603,>1000,>2,no,self-employed,600
122622,>1000,>2,no,self-employed,600
122656,>1000,>2,no,self-employed,600
122733,>1000,0,yes,self-employed,600
122958,>1000,>2,no,self-employed,600
123205,>1000,>2,no,self-employed,600
123315,>1000,0,yes,self-employed,600
123553,>1000,>2,no,self-employed,600
123643,>1000,>2,no,self-employed,600
123708,>1000,>2,no,self-employed,600
123908,>1000,>2,no,self-employed,600
124020,>1000,0,yes,self-employed,600
124127,>1000,>2,no,self-employed,600
124206,>1000,>2,no,self-employed,600
124513,>1000,0,yes,self-employed,600
124515,>1000,>2,no,self-employed,600
124551,>1000,>2,no,self-employed,600
124585,>1000,0,yes,self-employed,600
124839,>1000,>2,no,self-employed,600
124900,>1000,>2,no,self-employed,600
124920,>1000,>2,no,self-employed,600
124935,>1000,0,yes,self-employed,600
125016,>1000,0,yes,self-employed,600
125107,>1000,>2,no,self-employed,600
125232,>1000,0,yes,self-employed,600
125265,>1000,>2,no,self-employed,600
125303,>1000,0,yes,self-employed,600
125447,>1000,0,yes,self-employed,600
125650,>1000,>2,no,self-employed,600
125682,>1000,>2,no,self-employed,600
126037,>1000,0,yes,self-employed,600
126080,>1000,>2,no,self-employed,600
126115,>1000,>2,no,self-employed,600
126157,>1000,>2,no,self-employed,600
126158,>1000,>2,no,self-employed,600
126161,>1000,>2,no,self-employed,600
126218,>1000,0,yes,self-employed,600
126261,>1000,>2,no,self-employed,600
126377,>1000,>2,no,self-employed,600
126386,>1000,>2,no,self-employed,600
126613,>1000,>2,no,self-employed,600
127056,>1000,>2,no,self-employed,600
127088,>1000,>2,no,self-employed,600
127113,>1000,0,yes,self-employed,600
127156,>1000,0,yes,self-employed,600
127290,>1000,>2,no,self-employed,600
127352,>1000,>2,no,self-employed,600
127388,>1000,>2,no,self-employed,600
127410,>1000,>2,no,self-employed,600
127474,>1000,>2,no,self-employed,600
127503,>1000,>2,no,self-employed,600
127648,>1000,>2,no,self-employed,600
127658,>1000,>2,no,self-employed,600
127710,>1000,0,yes,self-employed,600
127905,>1000,0,yes,self-employed,600
128014,>1000,>2,no,self-employed,600
128138,>1000,0,yes,self-employed,600
128348,>1000,>2,no,self-employed,600
128609,>1000,>2,no,self-employed,600
128658,>1000,>2,no,self-employed,600
128956,>1000,>2,no,self-employed,600
129054,>1000,>2,no,self-employed,600
129119,>1000,>2,no,self-employed,600
129325,>1000,>2,no,self-employed,600
129439,>1000,0,yes,self-employed,600
129543,>1000,>2,no,self-employed,600
129622,>1000,>2,no,self-employed,600
129938,>1000,0,yes,self-employed,600
129940,>1000,>2,no,self-employed,600
129973,>1000,>2,no,self-employed,600
130008,>1000,0,yes,self-employed,600
130241,>1000,>2,no,self-employed,600
130257,>1000,>2,no,self-employed,600
130320,>1000,>2,no,self-employed,600
130351,>1000,0,yes,self-employed,600
130433,>1000,0,yes,self-employed,600
130458,>1000,>2,no,self-employed,600
130525,>1000,>2,no,self-employed,600
130637,>1000,0,yes,self-employed,600
130661,>1000,>2,no,self-employed,600
130701,>1000,0,yes,self-employed,600
130851,>1000,0,yes,self-employed,600
131044,>1000,>2,no,self-employed,600
131188,>1000,0,yes,self-employed,600
131430,>1000,0,yes,self-employed,600
131471,>1000,>2,no,self-employed,600
131547,>1000,>2,no,self-employed,600
131548,>1000,>2,no,self-employed,600
131612,>1000,0,yes,self-employed,600
131656,>1000,>2,no,self-employed,600
131753,>1000,>2,no,self-employed,600
131781,>1000,>2,no,self-employed,600
131787,>1000,>2,no,self-employed,600
132013,>1000,>2,no,self-employed,600
132467,>1000,>2,no,self-employed,600
132567,>1000,0,yes,self-employed,600
132616,>1000,>2,no,self-employed,600
132700,>1000,>2,no,self-employed,600
132759,>1000,>2,no,self-employed,600
132796,>1000,>2,no,self-employed,600
132819,>1000,>2,no,self-employed,600
132881,>1000,>2,no,self-employed,600
132911,>1000,>2,no,self-employed,600
133050,>1000,>2,no,self-employed,600
133062,>1000,>2,no,self-employed,600
133109,>1000,>2,no,self-employed,600
133116,>1000,0,yes,self-employed,600
133303,>1000,0,yes,self-employed,600
133408,>1000,>2,no,self-employed,600
133427,>1000,>2,no,self-employed,600
133459,>1000,>2,no,self-employed,600
133538,>1000,0,yes,self-employed,600
133752,>1000,>2,no,self-employed,600
134012,>1000,>2,no,self-employed,600
134061,>1000,>2,no,self-employed,600
134124,>1000,0,yes,self-employed,600
134361,>1000,>2,no,self-employed,600
134459,>1000,>2,no,self-employed,600
134707,>1000,>2,no,self-employed,600
134818,>1000,0,yes,self-employed,600
134918,>1000,>2,no,self-employed,600
134994,>1000,>2,no,self-employed,600
135310,>1000,0,yes,self-employed,600
135346,>1000,>2,no,self-employed,600
135379,>1000,0,yes,self-employed,600
135617,>1000,>2,no,self-employed,600
135633,>1000,>2,no,self-employed,600
135694,>1000,>2,no,self-employed,600
135712,>1000,>2,no,self-employed,600
135726,>1000,0,yes,self-employed,600
135808,>1000,0,yes,self-employed,600
135832,>1000,>2,no,self-employed,600
135900,>1000,>2,no,self-employed,600
136019,>1000,0,yes,self-employed,600
136053,>1000,>2,no,self-employed,600
136089,>1000,0,yes,self-employed,600
136236,>1000,0,yes,self-employed,600
136434,>1000,>2,no,self-employed,600
136469,>1000,>2,no,self-employed,600
136579,>1000,0,yes,self-employed,600
136817,>1000,0,yes,self-employed,600
136856,>1000,>2,no,self-employed,600
136889,>1000,>2,no,self-employed,600
136930,>1000,>2,no,self-employed,600
136931,>1000,>2,no,self-employed,600
136935,>1000,>2,no,self-employed,600
136992,>1000,0,yes,self-employed,600
137034,>1000,>2,no,self-employed,600
137137,>1000,>2,no,self-employed,600
137174,>1000,>2,no,self-employed,600
137393,>1000,>2,no,self-employed,600
137839,>1000,>2,no,self-employed,600
137896,>1000,0,yes,self-employed,600
137938,>1000,0,yes,self-employed,600
137988,>1000,>2,no,self-employed,600
138131,>1000,>2,no,self-employed,600
138167,>1000,>2,no,self-employed,600
138279,>1000,>2,no,self-employed,600
138419,>1000,>2,no,self-employed,600
138431,>1000,>2,no,self-employed,600
138476,>1000,>2,no,self-employed,600
138482,>1000,0,yes,self-employed,600
138670,>1000,0,yes,self-employed,600
138773,>1000,>2,no,self-employed,600
138794,>1000,>2,no,self-employed,600
138828,>1000,>2,no,self-employed,600
138904,>1000,0,yes,self-employed,600
139121,>1000,>2,no,self-employed,600
139384,>1000,>2,no,self-employed,600
139436,>1000,>2,no,self-employed,600
139504,>1000,0,yes,self-employed,600
139739,>1000,>2,no,self-employed,600
139822,>1000,>2,no,self-employed,600
139883,>1000,>2,no,self-employed,600
140086,>1000,>2,no,self-employed,600
140198,>1000,0,yes,self-employed,600
140295,>1000,>2,no,self-employed,600
140369,>1000,>2,no,self-employed,600
140684,>1000,0,yes,self-employed,600
140686,>1000,>2,no,self-employed,600
140720,>1000,>2,no,self-employed,600
140751,>1000,0,yes,self-employed,600
140989,>1000,>2,no,self-employed,600
141006,>1000,>2,no,self-employed,600
141071,>1000,>2,no,self-employed,600
141090,>1000,>2,no,self-employed,600
141105,>1000,0,yes,self-employed,600
141187,>1000,0,yes,self-employed,600
141209,>1000,>2,no,self-employed,600
141276,>1000,>2,no,self-employed,600
141385,>1000,0,yes,self-employed,600
141416,>1000,>2,no,self-employed,600
141456,>1000,0,yes,self-employed,600
141610,>1000,0,yes,self-employed,600
141837,>1000,>2,no,self-employed,600
141947,>1000,0,yes,self-employed,600
142191,>1000,0,yes,self-employed,600
142232,>1000,>2,no,self-employed,600
142266,>1000,>2,no,self-employed,600
142306,>1000,>2,no,self-employed,600
142307,>1000,>2,no,self-employed,600
142311,>1000,>2,no,self-employed,600
142373,>1000,0,yes,self-employed,600
142414,>1000,>2,no,self-employed,600
142513,>1000,>2,no,self-employed,600
142550,>1000,>2,no,self-employed,600
142767,>1000,>2,no,self-employed,600
143212,>1000,>2,no,self-employed,600
143244,>1000,>2,no,self-employed,600
143271,>1000,0,yes,self-employed,600
143314,>1000,0,yes,self-employed,600
143364,>1000,>2,no,self-employed,600
143444,>1000,>2,no,self-employed,600
143537,>1000,>2,no,self-employed,600
143561,>1000,>2,no,self-employed,600
143625,>1000,>2,no,self-employed,600
143654,>1000,>2,no,self-employed,600
143797,>1000,>2,no,self-employed,600
143809,>1000,>2,no,self-employed,600
143854,>1000,>2,no,self-employed,600
143862,>1000,0,yes,self-employed,600
144055,>1000,0,yes,self-employed,600
144161,>1000,>2,no,self-employed,600
144178,>1000,>2,no,self-employed,600
144210,>1000,>2,no,self-employed,600
144286,>1000,0,yes,self-employed,600
144500,>1000,>2,no,self-employed,600
144758,>1000,>2,no,self-employed,600
144811,>1000,>2,no,self-employed,600
144874,>1000,0,yes,self-employed,600
145117,>1000,>2,no,self-employed,600
145212,>1000,>2,no,self-employed,600
145279,>1000,>2,no,self-employed,600
145484,>1000,>2,no,self-employed,600
145602,>1000,0,yes,self-employed,600
145703,>1000,>2,no,self-employed,600
145774,>1000,>2,no,self-employed,600
146094,>1000,0,yes,self-employed,600
146096,>1000,>2,no,self-employed,600
146131,>1000,>2,no,self-employed,600
146162,>1000,0,yes,self-employed,600
146408,>1000,>2,no,self-employed,600
146482,>1000,>2,no,self-employed,600
146515,>1000,0,yes,self-employed,600
146596,>1000,0,yes,self-employed,600
146623,>1000,>2,no,self-employed,600
146688,>1000,>2,no,self-employed,600
146807,>1000,0,yes,self-employed,600
146837,>1000,>2,no,self-employed,600
147020,>1000,0,yes,self-employed,600
147214,>1000,>2,no,self-employed,600
147247,>1000,>2,no,self-employed,600
147356,>1000,0,yes,self-employed,600
147586,>1000,0,yes,self-employed,600
147662,>1000,>2,no,self-employed,600
147706,>1000,>2,no,self-employed,600
147707,>1000,>2,no,self-employed,600
147710,>1000,>2,no,self-employed,600
147772,>1000,0,yes,self-employed,600
147811,>1000,>2,no,self-employed,600
147900,>1000,>2,no,self-employed,600
147929,>1000,>2,no,self-employed,600
147937,>1000,>2,no,self-employed,600
148167,>1000,>2,no,self-employed,600
148620,>1000,>2,no,self-employed,600
148655,>1000,>2,no,self-employed,600
148680,>1000,0,yes,self-employed,600
148719,>1000,0,yes,self-employed,600
148772,>1000,>2,no,self-employed,600
148857,>1000,>2,no,self-employed,600
148914,>1000,>2,no,self-employed,600
148951,>1000,>2,no,self-employed,600
148971,>1000,>2,no,self-employed,600
149031,>1000,>2,no,self-employed,600
149059,>1000,>2,no,self-employed,600
149206,>1000,>2,no,self-employed,600
149217,>1000,>2,no,self-employed,600
149265,>1000,>2,no,self-employed,600
149273,>1000,0,yes,self-employed,600
149462,>1000,0,yes,self-employed,600
149582,>1000,>2,no,self-employed,600
149613,>1000,>2,no,self-employed,600
149694,>1000,0,yes,self-employed,600
149912,>1000,>2,no,self-employed,600
150175,>1000,>2,no,self-employed,600
150224,>1000,>2,no,self-employed,600
150287,>1000,0,yes,self-employed,600
150618,>1000,>2,no,self-employed,600
150683,>1000,>2,no,self-employed,600
150875,>1000,>2,no,self-employed,600
150988,>1000,0,yes,self-employed,600
151084,>1000,>2,no,self-employed,600
151155,>1000,>2,no,self-employed,600
151462,>1000,0,yes,self-employed,600
151464,>1000,>2,no,self-employed,600
151499,>1000,>2,no,self-employed,600
151771,>1000,>2,no,self-employed,600
151789,>1000,>2,no,self-employed,600
151855,>1000,>2,no,self-employed,600
151874,>1000,>2,no,self-employed,600
151889,>1000,0,yes,self-employed,600
151964,>1000,0,yes,self-employed,600
151989,>1000,>2,no,self-employed,600
152054,>1000,>2,no,self-employed,600
152176,>1000,0,yes,self-employed,600
152209,>1000,>2,no,self-employed,600
152247,>1000,0,yes,self-employed,600
152395,>1000,0,yes,self-employed,600
152592,>1000,>2,no,self-employed,600
152625,>1000,>2,no,self-employed,600
152740,>1000,0,yes,self-employed,600
152976,>1000,0,yes,self-employed,600
153016,>1000,>2,no,self-employed,600
153051,>1000,>2,no,self-employed,600
153093,>1000,>2,no,self-employed,600
153097,>1000,>2,no,self-employed,600
153150,>1000,0,yes,self-employed,600
153189,>1000,>2,no,self-employed,600
153288,>1000,>2,no,self-employed,600
153316,>1000,>2,no,self-employed,600
153324,>1000,>2,no,self-employed,600
153544,>1000,>2,no,self-employed,600
153996,>1000,>2,no,self-employed,600
154032,>1000,>2,no,self-employed,600
154060,>1000,0,yes,self-employed,600
154097,>1000,0,yes,self-employed,600
154150,>1000,>2,no,self-employed,600
154231,>1000,>2,no,self-employed,600
154288,>1000,>2,no,self-employed,600
154326,>1000,>2,no,self-employed,600
154411,>1000,>2,no,self-employed,600
154442,>1000,>2,no,self-employed,600
154584,>1000,>2,no,self-employed,600
154596,>1000,>2,no,self-employed,600
154641,>1000,>2,no,self-employed,600
154834,>1000,0,yes,self-employed,600
154941,>1000,>2,no,self-employed,600
154962,>1000,>2,no,self-employed,600
154992,>1000,>2,no,self-employed,600
155072,>1000,0,yes,self-employed,600
155288,>1000,>2,no,self-employed,600
155550,>1000,>2,no,self-employed,600
155602,>1000,>2,no,self-employed,600
155663,>1000,0,yes,self-employed,600
155890,>1000,>2,no,self-employed,600
155981,>1000,>2,no,self-employed,600
156048,>1000,>2,no,self-employed,600
156249,>1000,>2,no,self-employed,600
156371,>1000,0,yes,self-employed,600
156476,>1000,>2,no,self-employed,600
156548,>1000,>2,no,self-employed,600
156852,>1000,0,yes,self-employed,600
156854,>1000,>2,no,self-employed,600
156888,>1000,>2,no,self-employed,600
156919,>1000,0,yes,self-employed,600
157158,>1000,>2,no,self-employed,600
157175,>1000,>2,no,self-employed,600
157236,>1000,>2,no,self-employed,600
157256,>1000,>2,no,self-employed,600
157351,>1000,0,yes,self-employed,600
157377,>1000,>2,no,self-employed,600
157441,>1000,>2,no,self-employed,600
157586,>1000,>2,no,self-employed,600
157626,>1000,0,yes,self-employed,600
157783,>1000,0,yes,self-employed,600
157982,>1000,>2,no,self-employed,600
158013,>1000,>2,no,self-employed,600
158117,>1000,0,yes,self-employed,600
158352,>1000,0,yes,self-employed,600
158466,>1000,>2,no,self-employed,600
158470,>1000,>2,no,self-employed,600
158525,>1000,0,yes,self-employed,600
158567,>1000,>2,no,self-employed,600
158700,>1000,>2,no,self-employed,600
158920,>1000,>2,no,self-employed,600
159375,>1000,>2,no,self-employed,600
159411,>1000,>2,no,self-employed,600
159439,>1000,0,yes,self-employed,600
159480,>1000,0,yes,self-employed,600
159531,>1000,>2,no,self-employed,600
159615,>1000,>2,no,self-employed,600
159672,>1000,>2,no,self-employed,600
159708,>1000,>2,no,self-employed,600
159728,>1000,>2,no,self-employed,600
159793,>1000,>2,no,self-employed,600
159823,>1000,>2,no,self-employed,600
159964,>1000,>2,no,self-employed,600
159975,>1000,>2,no,self-employed,600
160025,>1000,>2,no,self-employed,600
160031,>1000,0,yes,self-employed,600
160215,>1000,0,yes,self-employed,600
160319,>1000,>2,no,self-employed,600
160367,>1000,>2,no,self-employed,600
160438,>1000,0,yes,self-employed,600
160649,>1000,>2,no,self-employed,600
160901,>1000,>2,no,self-employed,600
160954,>1000,>2,no,self-employed,600
161249,>1000,>2,no,self-employed,600
161344,>1000,>2,no,self-employed,600
161407,>1000,>2,no,self-employed,600
161608,>1000,>2,no,self-employed,600
161727,>1000,0,yes,self-employed,600
161825,>1000,>2,no,self-employed,600
161898,>1000,>2,no,self-employed,600
162212,>1000,0,yes,self-employed,600
162214,>1000,>2,no,self-employed,600
162250,>1000,>2,no,self-employed,600
162281,>1000,0,yes,self-employed,600
162518,>1000,>2,no,self-employed,600
162535,>1000,>2,no,self-employed,600
162601,>1000,>2,no,self-employed,600
162621,>1000,>2,no,self-employed,600
162635,>1000,0,yes,self-employed,600
162715,>1000,0,yes,self-employed,600
162741,>1000,>2,no,self-employed,600
162807,>1000,>2,no,self-employed,600
162952,>1000,>2,no,self-employed,600
162990,>1000,0,yes,self-employed,600
163342,>1000,>2,no,self-employed,600
163377,>1000,>2,no,self-employed,600
163483,>1000,0,yes,self-employed,600
163718,>1000,0,yes,self-employed,600
163757,>1000,>2,no,self-employed,600
163829,>1000,>2,no,self-employed,600
163830,>1000,>2,no,self-employed,600
163833,>1000,>2,no,self-employed,600
163888,>1000,0,yes,self-employed,600
163935,>1000,>2,no,self-employed,600
164037,>1000,>2,no,self-employed,600
164067,>1000,>2,no,self-employed,600
164076,>1000,>2,no,self-employed,600
164303,>1000,>2,no,self-employed,600
164757,>1000,>2,no,self-employed,600
164793,>1000,>2,no,self-employed,600
164910,>1000,>2,no,self-employed,600
164991,>1000,>2,no,self-employed,600
165050,>1000,>2,no,self-employed,600
165086,>1000,>2,no,self-employed,600
165108,>1000,>2,no,self-employed,600
165172,>1000,>2,no,self-employed,600
165206,>1000,>2,no,self-employed,600
165349,>1000,>2,no,self-employed,600
165407,>1000,>2,no,self-employed,600
165414,>1000,0,yes,self-employed,600
165609,>1000,0,yes,self-employed,600
165714,>1000,>2,no,self-employed,600
165729,>1000,>2,no,self-employed,600
165763,>1000,>2,no,self-employed,600
165843,>1000,0,yes,self-employed,600
166063,>1000,>2,no,self-employed,600
166324,>1000,>2,no,self-employed,600
166377,>1000,>2,no,self-employed,600
166441,>1000,0,yes,self-employed,600
166675,>1000,>2,no,self-employed,600
166766,>1000,>2,no,self-employed,600
166830,>1000,>2,no,self-employed,600
167031,>1000,>2,no,self-employed,600
167145,>1000,0,yes,self-employed,600
167246,>1000,>2,no,self-employed,600
167319,>1000,>2,no,self-employed,600
167630,>1000,0,yes,self-employed,600
167668,>1000,>2,no,self-employed,600
167704,>1000,0,yes,self-employed,600
167947,>1000,>2,no,self-employed,600
167962,>1000,>2,no,self-employed,600
168040,>1000,>2,no,self-employed,600
168055,>1000,0,yes,self-employed,600
168138,>1000,0,yes,self-employed,600
168162,>1000,>2,no,self-employed,600
168227,>1000,>2,no,self-employed,600
168343,>1000,0,yes,self-employed,600
168373,>1000,>2,no,self-employed,600
168411,>1000,0,yes,self-employed,600
168564,>1000,0,yes,self-employed,600
168758,>1000,>2,no,self-employed,600
168790,>1000,>2,no,self-employed,600
168905,>1000,0,yes,self-employed,600
169145,>1000,0,yes,self-employed,600
169186,>1000,>2,no,self-employed,600
169217,>1000,>2,no,self-employed,600
169260,>1000,>2,no,self-employed,600
169261,>1000,>2,no,self-employed,600
169265,>1000,>2,no,self-employed,600
169319,>1000,0,yes,self-employed,600
169361,>1000,>2,no,self-employed,600
169460,>1000,>2,no,self-employed,600
169489,>1000,>2,no,self-employed,600
169497,>1000,>2,no,self-employed,600
169715,>1000,>2,no,self-employed,600
170193,>1000,>2,no,self-employed,600
170222,>1000,0,yes,self-employed,600
170266,>1000,0,yes,self-employed,600
170313,>1000,>2,no,self-employed,600
170396,>1000,>2,no,self-employed,600
170459,>1000,>2,no,self-employed,600
170517,>1000,>2,no,self-employed,600
170581,>1000,>2,no,self-employed,600
170612,>1000,>2,no,self-employed,600
170750,>1000,>2,no,self-employed,600
170763,>1000,>2,no,self-employed,600
170809,>1000,>2,no,self-employed,600
170815,>1000,0,yes,self-employed,600
171009,>1000,0,yes,self-employed,600
171113,>1000,>2,no,self-employed,600
171161,>1000,>2,no,self-employed,600
171243,>1000,0,yes,self-employed,600
171473,>1000,>2,no,self-employed,600
171734,>1000,>2,no,self-employed,600
171784,>1000,>2,no,self-employed,600
171847,>1000,0,yes,self-employed,600
172084,>1000,>2,no,self-employed,600
172177,>1000,>2,no,self-employed,600
172238,>1000,>2,no,self-employed,600
172553,>1000,0,yes,self-employed,600
172661,>1000,>2,no,self-employed,600
172736,>1000,>2,no,self-employed,600
173056,>1000,0,yes,self-employed,600
173090,>1000,>2,no,self-employed,600
173122,>1000,0,yes,self-employed,600
173365,>1000,>2,no,self-employed,600
173379,>1000,>2,no,self-employed,600
173444,>1000,>2,no,self-employed,600
173465,>1000,>2,no,self-employed,600
173478,>1000,0,yes,self-employed,600
173562,>1000,0,yes,self-employed,600
173587,>1000,>2,no,self-employed,600
173653,>1000,>2,no,self-employed,600
173770,>1000,0,yes,self-employed,600
173801,>1000,>2,no,self-employed,600
173842,>1000,0,yes,self-employed,600
174002,>1000,0,yes,self-employed,600
174204,>1000,>2,no,self-employed,600
174235,>1000,>2,no,self-employed,600
174345,>1000,0,yes,self-employed,600
174581,>1000,0,yes,self-employed,600
174624,>1000,>2,no,self-employed,600
174660,>1000,>2,no,self-employed,600
174701,>1000,>2,no,self-employed,600
174702,>1000,>2,no,self-employed,600
174705,>1000,>2,no,self-employed,600
174761,>1000,0,yes,self-employed,600
174804,>1000,>2,no,self-employed,600
174901,>1000,>2,no,self-employed,600
174932,>1000,>2,no,self-employed,600
174939,>1000,>2,no,self-employed,600
175604,>1000,>2,no,self-employed,600
175668,>1000,0,yes,self-employed,600
175709,>1000,0,yes,self-employed,600
175757,>1000,>2,no,self-employed,600
175896,>1000,>2,no,self-employed,600
175929,>1000,>2,no,self-employed,600
175952,>1000,>2,no,self-employed,600
176013,>1000,>2,no,self-employed,600
176046,>1000,>2,no,self-employed,600
176192,>1000,>2,no,self-employed,600
176205,>1000,>2,no,self-employed,600
176260,>1000,0,yes,self-employed,600
176457,>1000,0,yes,self-employed,600
176560,>1000,>2,no,self-employed,600
176581,>1000,>2,no,self-employed,600
176612,>1000,>2,no,self-employed,600
176697,>1000,0,yes,self-employed,600
176908,>1000,>2,no,self-employed,600
177162,>1000,>2,no,self-employed,600
177217,>1000,>2,no,self-employed,600
177519,>1000,>2,no,self-employed,600
177615,>1000,>2,no,self-employed,600
177681,>1000,>2,no,self-employed,600
177877,>1000,>2,no,self-employed,600
177995,>1000,0,yes,self-employed,600
178095,>1000,>2,no,self-employed,600
178171,>1000,>2,no,self-employed,600
178474,>1000,>2,no,self-employed,600
178510,>1000,>2,no,self-employed,600
178789,>1000,>2,no,self-employed,600
178805,>1000,>2,no,self-employed,600
178870,>1000,>2,no,self-employed,600
178890,>1000,>2,no,self-employed,600
178905,>1000,0,yes,self-employed,600
178981,>1000,0,yes,self-employed,600
179064,>1000,>2,no,self-employed,600
179184,>1000,0,yes,self-employed,600
179212,>1000,>2,no,self-employed,600
179404,>1000,0,yes,self-employed,600
179638,>1000,>2,no,self-employed,600
179743,>1000,0,yes,self-employed,600
179981,>1000,0,yes,self-employed,600
180024,>1000,>2,no,self-employed,600
180098,>1000,>2,no,self-employed,600
180099,>1000,>2,no,self-employed,600
180103,>1000,>2,no,self-employed,600
180162,>1000,0,yes,self-employed,600
180204,>1000,>2,no,self-employed,600
180301,>1000,>2,no,self-employed,600
180338,>1000,>2,no,self-employed,600
180562,>1000,>2,no,self-employed,600
181006,>1000,>2,no,self-employed,600
181038,>1000,>2,no,self-employed,600
181066,>1000,0,yes,self-employed,600
181108,>1000,0,yes,self-employed,600
181162,>1000,>2,no,self-employed,600
181248,>1000,>2,no,self-employed,600
181359,>1000,>2,no,self-employed,600
181422,>1000,>2,no,self-employed,600
181454,>1000,>2,no,self-employed,600
181595,>1000,>2,no,self-employed,600
181608,>1000,>2,no,self-employed,600
181654,>1000,>2,no,self-employed,600
181852,>1000,0,yes,self-employed,600
181975,>1000,>2,no,self-employed,600
182006,>1000,>2,no,self-employed,600
182084,>1000,0,yes,self-employed,600
182306,>1000,>2,no,self-employed,600
182573,>1000,>2,no,self-employed,600
182622,>1000,>2,no,self-employed,600
182686,>1000,0,yes,self-employed,600
183019,>1000,>2,no,self-employed,600
183086,>1000,>2,no,self-employed,600
183279,>1000,>2,no,self-employed,600
183386,>1000,0,yes,self-employed,600
183489,>1000,>2,no,self-employed,600
183564,>1000,>2,no,self-employed,600
183871,>1000,0,yes,self-employed,600
183873,>1000,>2,no,self-employed,600
183934,>1000,0,yes,self-employed,600
184170,>1000,>2,no,self-employed,600
184186,>1000,>2,no,self-employed,600
184245,>1000,>2,no,self-employed,600
184357,>1000,0,yes,self-employed,600
184382,>1000,>2,no,self-employed,600
184449,>1000,>2,no,self-employed,600
184568,>1000,0,yes,self-employed,600
184600,>1000,>2,no,self-employed,600
184793,>1000,0,yes,self-employed,600
184991,>1000,>2,no,self-employed,600
185026,>1000,>2,no,self-employed,600
185134,>1000,0,yes,self-employed,600
185370,>1000,0,yes,self-employed,600
185407,>1000,>2,no,self-employed,600
185440,>1000,>2,no,self-employed,600
185480,>1000,>2,no,self-employed,600
185481,>1000,>2,no,self-employed,600
185543,>1000,0,yes,self-employed,600
185587,>1000,>2,no,self-employed,600
185691,>1000,>2,no,self-employed,600
185721,>1000,>2,no,self-employed,600
185730,>1000,>2,no,self-employed,600
185951,>1000,>2,no,self-employed,600
186411,>1000,>2,no,self-employed,600
186447,>1000,>2,no,self-employed,600
186474,>1000,0,yes,self-employed,600
186516,>1000,0,yes,self-employed,600
186567,>1000,>2,no,self-employed,600
186652,>1000,>2,no,self-employed,600
186710,>1000,>2,no,self-employed,600
186748,>1000,>2,no,self-employed,600
186771,>1000,>2,no,self-employed,600
186838,>1000,>2,no,self-employed,600
186870,>1000,>2,no,self-employed,600
187017,>1000,>2,no,self-employed,600
187030,>1000,>2,no,self-employed,600
187080,>1000,>2,no,self-employed,600
187087,>1000,0,yes,self-employed,600
187281,>1000,0,yes,self-employed,600
187401,>1000,>2,no,self-employed,600
187433,>1000,>2,no,self-employed,600
187515,>1000,0,yes,self-employed,600
187740,>1000,>2,no,self-employed,600
188003,>1000,>2,no,self-employed,600
188053,>1000,>2,no,self-employed,600
188117,>1000,0,yes,self-employed,600
188446,>1000,>2,no,self-employed,600
188514,>1000,>2,no,self-employed,600
